ID,Title,Year,Age,IMDb,Netflix,Hulu,Prime Video,Disney+,Directors,Type
7066,All the Wilderness,2014,,5.8,0,0,1,0,Michael James Johnson,0
7067,Shine,2017,18.0,4.7,0,0,1,0,Scott Hicks,0
7068,Khamoshi: The Musical,1996,,7.5,0,0,1,0,Sanjay Leela Bhansali,0
7069,Castles in the Sky,2014,,6.8,0,0,1,0,Gillies MacKinnon,0
7070,Alien Trespass,2009,7.0,5.7,0,0,1,0,R.W. Goodwin,0
7071,Ley Lines,1999,,6.9,0,0,1,0,Takashi Miike,0
7072,Zorro,1975,7.0,6.6,0,0,1,0,Martin Campbell,0
7073,King's Faith,2013,13.0,6.4,0,0,1,0,Nicholas DiBella,0
7074,Sins of My Father,2009,,7.2,0,0,1,0,Nicolas Entel,0
7075,Anukokunda Oka Roju,2005,,8.0,0,0,1,0,Chandra Sekhar Yeleti,0
7076,Exte: Hair Extensions,2007,18.0,6.3,0,0,1,0,"Sion Sono,Joe DiGiorgi,Tony Salerno",0
7077,The Perfect Stranger,2005,7.0,6.7,0,0,1,0,"Jefferson Moore,Shane Sooter",0
7078,Not Wanted,1949,,6.9,0,0,1,0,"Elmer Clifton,Ida Lupino",0
7079,Theevram,2012,,6.5,0,0,1,0,Roopesh Peethambaran,0
7080,The Tamarind Seed,1974,7.0,6.4,0,0,1,0,Blake Edwards,0
7081,The Piper,2015,13.0,6.3,0,0,1,0,Kim Kwang-tae,0
7082,Key of Life,2012,,7.4,0,0,1,0,Kae-Byeok Lee,0
7083,The David Dance,2015,,7.4,0,0,1,0,Aprill Winney,0
7084,Schweigeminute,2016,,7.2,0,0,1,0,Thorsten Schmidt,0
7085,RWBY: Volume 3,2016,13.0,8.7,0,0,1,0,"Kerry Shawcross,Gray G. Haddock,Miles Luna",0
7086,Clancy,2009,,6.9,0,0,1,0,Jefferson Moore,0
7087,Somewhere Else Tomorrow,2013,13.0,7.5,0,0,1,0,Daniel Rintz,0
7088,House Arrest,1996,7.0,5.8,0,0,1,0,Harry Winer,0
7089,The Cat Came Back,1988,,7.5,0,0,1,0,Cordell Barker,0
7090,The Baker,2007,13.0,6.4,0,0,1,0,Gareth Lewis,0
7091,Five Fingers of Death,1972,18.0,7.1,0,0,1,0,Chang-hwa Jeong,0
7092,Retake,2016,,6.5,0,0,1,0,Nick Corporon,0
7093,Bombay to Goa,1972,7.0,6.9,0,0,1,0,"Mehmood,S. Ramanathan",0
7094,The Devil Bat,1940,,5.5,0,0,1,0,Jean Yarbrough,0
7095,My Little Bride,2004,,7.1,0,0,1,0,Ho-joon Kim,0
7096,Weightless,2017,18.0,5.7,0,0,1,0,Terrence Malick,0
7097,The Ghost Army,2013,7.0,7.6,0,0,1,0,Rick Beyer,0
7098,Legacy of Rage,1986,18.0,6.1,0,0,1,0,Ronny Yu,0
7099,Warriors Two,1978,18.0,7.3,0,0,1,0,Sammo Kam-Bo Hung,0
7100,Toonstone,2015,,7.5,0,0,1,0,Brent Triplett,0
7101,Seven Days in Utopia,2011,7.0,6.0,0,0,1,0,Matthew Dean Russell,0
7102,The Late Shift,1996,18.0,6.8,0,0,1,0,Betty Thomas,0
7103,Caught,2018,,4.3,0,0,1,0,Robert M. Young,0
7104,In the Line of Duty 4,1989,18.0,7.1,0,0,1,0,Woo-Ping Yuen,0
7105,Five Minarets in New York,2010,,5.8,0,0,1,0,Mahsun Kirmizigül,0
7106,From the Hip,1987,7.0,6.2,0,0,1,0,Bob Clark,0
7107,Ana Maria in Novela Land,2015,,5.6,0,0,1,0,Georgina Garcia Riedel,0
7108,Traded,2016,,5.1,0,0,1,0,Timothy Woodward Jr.,0
7109,The Last Sin Eater,2007,13.0,5.6,0,0,1,0,Michael Landon Jr.,0
7110,Common,2014,,7.3,0,0,1,0,David Blair,0
7111,The Avenging Eagle,1978,18.0,7.4,0,0,1,0,Chung Sun,0
7112,Scatter My Ashes at Bergdorf's,2013,13.0,6.3,0,0,1,0,Matthew Miele,0
7113,Crocodile Dundee in Los Angeles,2001,7.0,4.8,0,0,1,0,Simon Wincer,0
7114,A Little Help,2010,18.0,5.6,0,0,1,0,Michael J. Weithorn,0
7115,Backlight,2010,,6.2,0,0,1,0,Fernando Fragata,0
7116,"Nancy, Please",2012,,5.6,0,0,1,0,Andrew Semans,0
7117,Jonestown: Paradise Lost,2007,13.0,7.2,0,0,1,0,Tim Wolochatiuk,0
7118,Kadaikutty Singam,2018,7.0,6.9,0,0,1,0,Pandiraj,0
7119,Sicario,1994,18.0,6.5,0,0,1,0,Denis Villeneuve,0
7120,The Christmas Toy,1986,7.0,8.1,0,0,1,0,Eric Till,0
7121,Bloodrunners,2017,,4.9,0,0,1,0,Dan Lantz,0
7122,Night on the Galactic Railroad,1985,,7.1,0,0,1,0,"Gisaburô Sugii,Arlen Tarlofsky",0
7123,Greek Pete,2009,,5.0,0,0,1,0,Andrew Haigh,0
7124,3 Nights in the Desert,2014,18.0,5.1,0,0,1,0,Gabriel Cowan,0
7125,Alien Code,2017,7.0,5.6,0,0,1,0,Michael G. Cooney,0
7126,Indiscretion of an American Wife,1953,,6.2,0,0,1,0,Vittorio De Sica,0
7127,In Search of Beethoven,2009,,7.5,0,0,1,0,Phil Grabsky,0
7128,The Loner,2016,,4.8,0,0,1,0,Jacques Deray,0
7129,Return of the One-Armed Swordsman,1969,18.0,7.2,0,0,1,0,Cheh Chang,0
7130,An Unreal Dream: The Michael Morton Story,2013,,7.6,0,0,1,0,"Al Reinert,John Dean,Nellie Gonzalez",0
7131,Tromeo & Juliet,1996,18.0,6.1,0,0,1,0,Lloyd Kaufman,0
7132,"Fanny, Annie & Danny",2010,,6.3,0,0,1,0,Chris Brown,0
7133,You Wont Miss Me,2010,,4.9,0,0,1,0,Ry Russo-Young,0
7134,Uncle Nino,2003,7.0,6.7,0,0,1,0,Robert Shallcross,0
7135,Final Cut,1998,18.0,6.1,0,0,1,0,Omar Naim,0
7136,Women in Trouble,2009,18.0,5.7,0,0,1,0,Sebastian Gutierrez,0
7137,The Solitude of Prime Numbers,2010,,6.3,0,0,1,0,Saverio Costanzo,0
7138,Valdez Is Coming,1971,13.0,6.8,0,0,1,0,Edwin Sherin,0
7139,The Go-Between,2015,,6.9,0,0,1,0,Joseph Losey,0
7140,Bring Me the Head of the Machine Gun Woman,2012,,5.5,0,0,1,0,Ernesto Díaz Espinoza,0
7141,War Of The Worlds The True Story,2012,,7.5,0,0,1,0,Timothy Hines,0
7142,The Four Year Plan,2011,,7.4,0,0,1,0,Mat Hodgson,0
7143,Dark Night,2017,,4.4,0,0,1,0,Tom McLoughlin,0
7144,Sparrows,1926,,7.3,0,0,1,0,Rúnar Rúnarsson,0
7145,Amar Prem,1972,7.0,8.2,0,0,1,0,Shakti Samanta,0
7146,Slugs,1988,18.0,5.2,0,0,1,0,Juan Piquer Simón,0
7147,The Mighty Peking Man,1977,13.0,5.3,0,0,1,0,Meng Hua Ho,0
7148,My Wife Is a Gangster 3,2006,,6.4,0,0,1,0,Jin-gyu Cho,0
7149,Captivated: The Trials of Pamela Smart,2014,16.0,6.6,0,0,1,0,Jeremiah Zagar,0
7150,Salam Neighbor,2015,,7.4,0,0,1,0,"Zach Ingrasci,Chris Temple",0
7151,Little Forest,2018,,7.1,0,0,1,0,Soon-rye Yim,0
7152,Successive Slidings of Pleasure,1974,,6.3,0,0,1,0,Alain Robbe-Grillet,0
7153,Female Prisoner Scorpion: Jailhouse 41,1972,,7.1,0,0,1,0,Shun'ya Itô,0
7154,An American Affair,2008,18.0,6.2,0,0,1,0,William Olsson,0
7155,Boys of Abu Ghraib,2014,18.0,5.4,0,0,1,0,Luke Moran,0
7156,The Doors - Live at the Bowl '68,2012,,8.3,0,0,1,0,Ray Manzarek,0
7157,The Most Wonderful Time of the Year,2008,7.0,7.3,0,0,1,0,Michael M. Scott,0
7158,Fuse: Memoirs of the Hunter Girl,2012,,7.0,0,0,1,0,Masayuki Miyaji,0
7159,The Monkey King,1964,,8.1,0,0,1,0,Soi Cheang,0
7160,Somewhere Slow,2013,,5.3,0,0,1,0,Jeremy O'Keefe,0
7161,Penance,2009,18.0,3.4,0,0,1,0,,0
7162,The Sand,2015,16.0,3.8,0,0,1,0,Isaac Gabaeff,0
7163,Mythica: The Godslayer,2016,,5.5,0,0,1,0,John Lyde,0
7164,Red Hook Summer,2012,18.0,4.9,0,0,1,0,Spike Lee,0
7165,Mr. Donkey,2016,,7.4,0,0,1,0,"Lu Liu,Shen Zhou",0
7166,Escape Plan 2: Hades,2018,18.0,3.8,0,0,1,0,Steven C. Miller,0
7167,Invasion of the Bee Girls,1973,18.0,5.0,0,0,1,0,Denis Sanders,0
7168,Acts of Violence,2018,18.0,5.3,0,0,1,0,Brett Donowho,0
7169,The Foul King,2000,,6.9,0,0,1,0,Jee-woon Kim,0
7170,Dark Harbor,1999,18.0,6.2,0,0,1,0,Joe Raffa,0
7171,American Addict,2012,7.0,6.9,0,0,1,0,Sasha Knezev,0
7172,Flowers for Algernon,2000,,6.7,0,0,1,0,Jeff Bleckner,0
7173,Kissing Candice,2018,16.0,5.2,0,0,1,0,Aoife McArdle,0
7174,Blood and Glory,2016,,6.6,0,0,1,0,Sean Else,0
7175,Private Violence,2014,16.0,6.9,0,0,1,0,Cynthia Hill,0
7176,Subject Two,2006,18.0,5.4,0,0,1,0,Philip Chidel,0
7177,Up the Creek,1984,18.0,5.7,0,0,1,0,Robert Butler,0
7178,Trudell,2005,7.0,7.2,0,0,1,0,Heather Rae,0
7179,Going to America,2015,,7.4,0,0,1,0,Param Gill,0
7180,FAT: A Documentary,2019,,6.9,0,0,1,0,Peter Curtis Pardini,0
7181,They Wait,2007,18.0,5.3,0,0,1,0,Ernie Barbarash,0
7182,Killing Kasztner,2008,,7.0,0,0,1,0,Gaylen Ross,0
7183,The Longest Distance,2013,,7.4,0,0,1,0,Claudia Pinto,0
7184,The Italian Connection,1972,18.0,7.2,0,0,1,0,Fernando Di Leo,0
7185,Tapped,2009,7.0,7.3,0,0,1,0,Allan Ungar,0
7186,Kalank,2019,,3.6,0,0,1,0,Abhishek Varman,0
7187,No Rest for the Wicked,2011,,6.4,0,0,1,0,Enrique Urbizu,0
7188,A Rumor of Angels,2000,13.0,6.9,0,0,1,0,Peter O'Fallon,0
7189,The Snowman and The Snowdog,2012,7.0,7.1,0,0,1,0,Hilary Audus,0
7190,Doors Cut Down,2000,,7.3,0,0,1,0,Antonio Hens,0
7191,Ethos,2011,,7.5,0,0,1,0,Pete McGrain,0
7192,Range 15,2016,18.0,5.0,0,0,1,0,Ross Patterson,0
7193,The Satanic Rites of Dracula,1973,18.0,5.6,0,0,1,0,Alan Gibson,0
7194,Frat House,1998,,6.8,0,0,1,0,"Andrew Gurland,Todd Phillips",0
7195,My Wife's Relations,1922,,6.6,0,0,1,0,"Edward F. Cline,Buster Keaton",0
7196,Giuliani Time,2006,,6.5,0,0,1,0,Kevin Keating,0
7197,When the Dragon Swallowed the Sun,2010,,7.4,0,0,1,0,Dirk Simon,0
7198,Eaten Alive,1976,18.0,5.5,0,0,1,0,Umberto Lenzi,0
7199,Dirty,2005,18.0,5.6,0,0,1,0,Chris Fisher,0
7200,The Playroom,2013,,5.3,0,0,1,0,Julia Dyer,0
7201,Weighed But Found Wanting,1974,,7.6,0,0,1,0,Lino Brocka,0
7202,Wobble Palace,2018,,5.3,0,0,1,0,Eugene Kotlyarenko,0
7203,The Outrageous Sophie Tucker,2014,,7.5,0,0,1,0,William Gazecki,0
7204,Begum Jaan,2017,18.0,5.6,0,0,1,0,Srijit Mukherji,0
7205,The Forger,2012,13.0,5.4,0,0,1,0,Philip Martin,0
7206,Dear Dictator,2018,,5.0,0,0,1,0,"Lisa Addario,Joe Syracuse",0
7207,Carlin at Carnegie,1982,,8.2,0,0,1,0,Steven J. Santos,0
7208,Tashan,2008,7.0,3.8,0,0,1,0,Vijay Krishna Acharya,0
7209,Miss Meadows,2014,,5.7,0,0,1,0,Karen Leigh Hopkins,0
7210,Tomorrow,2019,,8.0,0,0,1,0,Roland Emmerich,0
7211,The Sex Monster,1999,18.0,5.2,0,0,1,0,Mike Binder,0
7212,Nostalgia,2018,18.0,5.5,0,0,1,0,Andrei Tarkovsky,0
7213,Ace High,1968,13.0,6.7,0,0,1,0,Giuseppe Colizzi,0
7214,Ktown Cowboys,2015,18.0,6.7,0,0,1,0,Daniel Park,0
7215,Harvard Man,2001,18.0,4.9,0,0,1,0,James Toback,0
7216,Do You Take This Man,2017,,5.6,0,0,1,0,Joshua Tunick,0
7217,Mullum Malarum,1978,,8.3,0,0,1,0,J. Mahendran,0
7218,Psychonautics: A Comic's Exploration of Psychedelics,2018,,7.0,0,0,1,0,Brian Bellinkoff,0
7219,Terror Firmer,1999,18.0,6.2,0,0,1,0,Lloyd Kaufman,0
7220,The Return of Swamp Thing,1989,13.0,4.7,0,0,1,0,Jim Wynorski,0
7221,"Down, But Not Out!",2015,,9.3,0,0,1,0,Miguel Gaudêncio,0
7222,To Live,2010,,7.2,0,0,1,0,Akira Kurosawa,0
7223,House of Good and Evil,2013,13.0,6.5,0,0,1,0,David Mun,0
7224,Ragamuffin,2014,13.0,6.8,0,0,1,0,David Leo Schultz,0
7225,Revolver,1973,18.0,7.1,0,0,1,0,Guy Ritchie,0
7226,Roth on Roth,2013,,7.4,0,0,1,0,"William Karel,Livia Manera",0
7227,Triple Dog,2010,18.0,5.8,0,0,1,0,Pascal Franchot,0
7228,Sharknado 3: Oh Hell No!,2015,16.0,4.1,0,0,1,0,Anthony C. Ferrante,0
7229,Churchill's Secret,2016,7.0,6.8,0,0,1,0,Charles Sturridge,0
7230,The Last Reef: Cities Beneath the Sea,2012,,7.4,0,0,1,0,,0
7231,One Special Night,1999,7.0,7.3,0,0,1,0,Roger Young,0
7232,Phyllis and Harold,2010,,6.3,0,0,1,0,Cindy Kleine,0
7233,Flying Blind,2013,,5.6,0,0,1,0,,0
7234,Möbius,2013,18.0,6.1,0,0,1,0,Ki-duk Kim,0
7235,Maine,2018,18.0,4.9,0,0,1,0,"Cyril Dion,Mélanie Laurent",0
7236,White Lion,2010,7.0,6.7,0,0,1,0,Michael Swan,0
7237,Beneath Clouds,2002,,7.0,0,0,1,0,Ivan Sen,0
7238,Algiers,1938,,6.7,0,0,1,0,John Cromwell,0
7239,Three Brothers,1981,7.0,7.2,0,0,1,0,Francesco Rosi,0
7240,Phas Gaye Re Obama,2010,13.0,7.5,0,0,1,0,Subhash Kapoor,0
7241,Iru Mugan,2016,7.0,6.3,0,0,1,0,Anand Shankar,0
7242,Deadlier Than the Male,1967,,6.3,0,0,1,0,Robert Wise,0
7243,Traffic,2016,,6.7,0,0,1,0,Steven Soderbergh,0
7244,Waiter,2006,,7.0,0,0,1,0,Alex van Warmerdam,0
7245,How Long Will I Love U,2018,13.0,6.4,0,0,1,0,Lun Su,0
7246,Watchtower,2012,,7.1,0,0,1,0,Pelin Esmer,0
7247,Dorfman in Love,2013,13.0,6.0,0,0,1,0,Brad Leong,0
7248,Morgan,2012,,6.7,0,0,1,0,Luke Scott,0
7249,A River Called Titas,1973,,7.5,0,0,1,0,Ritwik Ghatak,0
7250,Motives,2004,18.0,5.2,0,0,1,0,Craig Ross Jr.,0
7251,Men in the Arena,2017,,8.5,0,0,1,0,J.R. Biersmith,0
7252,The Secret Life of Chaos,2010,,8.4,0,0,1,0,Nic Stacey,0
7253,The People That Time Forgot,1977,7.0,5.4,0,0,1,0,Kevin Connor,0
7254,A Turtle's Tale 2: Sammy's Escape from Paradise,2012,,5.6,0,0,1,0,"Vincent Kesteloot,Ben Stassen,Mimi Maynard",0
7255,Jagte Raho,1956,,8.4,0,0,1,0,"Amit Mitra,Sombhu Mitra",0
7256,388 Arletta Avenue,2011,18.0,4.9,0,0,1,0,Randall Cole,0
7257,Bujjigadu,2008,7.0,6.4,0,0,1,0,Vijay Kumar Konda,0
7258,The Danish Poet,2006,,7.5,0,0,1,0,Torill Kove,0
7259,Jaanu,2020,,7.0,0,0,1,0,C. Prem Kumar,0
7260,Abattoir,2016,18.0,4.4,0,0,1,0,Darren Lynn Bousman,0
7261,Kilimanjaro - To the Roof of Africa,2002,,6.7,0,0,1,0,David Breashears,0
7262,Bent,2018,18.0,5.2,0,0,1,0,Bobby Moresco,0
7263,The Black Cat,1981,18.0,5.9,0,0,1,0,"Dario Argento,George A. Romero",0
7264,Black Jack: The Movie,1996,,6.8,0,0,1,0,"Osamu Dezaki,Fumihiro Yoshimura",0
7265,Big Buck Bunny,2008,7.0,6.5,0,0,1,0,Sacha Goedegebure,0
7266,Li'l Abner,1959,,6.7,0,0,1,0,Melvin Frank,0
7267,Snails in the Rain,2013,,6.4,0,0,1,0,Yariv Mozer,0
7268,A Dog Named Gucci,2015,,9.0,0,0,1,0,Gorman Bechard,0
7269,Hum,1991,,6.8,0,0,1,0,Mukul Anand,0
7270,Altar,2014,,5.1,0,0,1,0,Nick Willing,0
7271,Demon City Shinjuku,1988,13.0,6.4,0,0,1,0,Yoshiaki Kawajiri,0
7272,Robotech: The Shadow Chronicles,2006,7.0,6.5,0,0,1,0,"Dong-Wook Lee,Tommy Yune",0
7273,Shadows of Liberty,2012,,7.8,0,0,1,0,Jean-Philippe Tremblay,0
7274,Susie's Hope,2013,7.0,7.3,0,0,1,0,Jerry Rees,0
7275,Rough Stuff,2016,18.0,4.6,0,0,1,0,Michael Gottlieb,0
7276,The Purple Plain,1954,,6.5,0,0,1,0,Robert Parrish,0
7277,Old Gringo,1989,18.0,5.8,0,0,1,0,Luis Puenzo,0
7278,Modest Reception,2013,,6.7,0,0,1,0,Mani Haghighi,0
7279,Made in France,2015,18.0,6.2,0,0,1,0,Nicolas Boukhrief,0
7280,Stadium Anthems,2018,,7.9,0,0,1,0,Scott Douglas Brown,0
7281,An Eye for an Eye,2016,,6.0,0,0,1,0,Steve Carver,0
7282,Consent,2010,,5.8,0,0,1,0,Ron Brown,0
7283,Shadowlands,1985,,7.4,0,0,1,0,Richard Attenborough,0
7284,Smuggling Hendrix,2019,,6.6,0,0,1,0,Marios Piperides,0
7285,The Loss of a Teardrop Diamond,2008,13.0,5.8,0,0,1,0,Jodie Markell,0
7286,The Lesser Blessed,2012,18.0,6.1,0,0,1,0,Anita Doron,0
7287,The Falls: Covenant of Grace,2016,,6.9,0,0,1,0,Jon Garcia,0
7288,Women Talking Dirty,2001,,6.2,0,0,1,0,Coky Giedroyc,0
7289,Child of God,2014,18.0,5.5,0,0,1,0,James Franco,0
7290,"Careful, He Might Hear You",1983,7.0,6.9,0,0,1,0,Carl Schultz,0
7291,RWBY: Volume 2,2014,7.0,8.4,0,0,1,0,Monty Oum,0
7292,Unseen,2016,,6.9,0,0,1,0,Laura Paglin,0
7293,Disfigured,2008,,6.5,0,0,1,0,Glenn Gers,0
7294,Explicit Ills,2008,18.0,5.7,0,0,1,0,Mark Webber,0
7295,My Son,2017,13.0,5.8,0,0,1,0,Christian Carion,0
7296,A Wonderful Night in Split,2004,,7.4,0,0,1,0,Arsen A. Ostojic,0
7297,Chandni Bar,2001,,7.6,0,0,1,0,Madhur Bhandarkar,0
7298,Boynton Beach Club,2005,18.0,6.4,0,0,1,0,Susan Seidelman,0
7299,Planeat,2010,,7.2,0,0,1,0,"Shelley Lee Davies,Or Shlomi",0
7300,Toys in the Attic,2009,7.0,6.2,0,0,1,0,George Roy Hill,0
7301,"Run, Man, Run",1968,,6.9,0,0,1,0,Sergio Sollima,0
7302,All the King's Men,1999,,7.1,0,0,1,0,Steven Zaillian,0
7303,Puberty Blues,1981,18.0,5.8,0,0,1,0,,0
7304,Strange Nature,2018,,4.2,0,0,1,0,James Ojala,0
7305,The Inhabitants,2015,18.0,4.1,0,0,1,0,"Michael Rasmussen,Shawn Rasmussen",0
7306,The Pebble and the Penguin,1995,7.0,5.6,0,0,1,0,"Don Bluth,Gary Goldman",0
7307,Casa Amor: Exclusive for Ladies,2015,,6.2,0,0,1,0,Beom-sik Jeong,0
7308,Crush,2013,13.0,5.6,0,0,1,0,Malik Bader,0
7309,Divine Access,2015,,5.6,0,0,1,0,Steven Chester Prince,0
7310,"Django Kill... If You Live, Shoot!",1967,,6.4,0,0,1,0,Giulio Questi,0
7311,Maya Dardel,2017,,5.0,0,0,1,0,"Zachary Cotler,Magdalena Zyzak",0
7312,Black Beauty,1994,7.0,6.6,0,0,1,0,Caroline Thompson,0
7313,One Perfect Day,2004,,6.1,0,0,1,0,Paul Currie,0
7314,Gentleman,1993,,7.9,0,0,1,0,Jadesh Kumar,0
7315,Messiah of Evil,1973,18.0,6.4,0,0,1,0,"Willard Huyck,Gloria Katz",0
7316,Pauly Shore Is Dead,2003,18.0,4.4,0,0,1,0,Pauly Shore,0
7317,The Roman Spring of Mrs. Stone,2003,18.0,6.3,0,0,1,0,José Quintero,0
7318,Blind Woman's Curse,1970,,6.7,0,0,1,0,Teruo Ishii,0
7319,Empire of Lust,2015,,5.9,0,0,1,0,Sang-hoon Ahn,0
7320,Another Man's Poison,1951,,6.9,0,0,1,0,Irving Rapper,0
7321,Ninnu Kori,2017,,7.6,0,0,1,0,Shiva Nirvana,0
7322,"Easy Come, Easy Go",1967,7.0,5.3,0,0,1,0,John Rich,0
7323,Doc,1971,18.0,6.1,0,0,1,0,Frank Perry,0
7324,Christmas for a Dollar,2013,7.0,7.0,0,0,1,0,John Lyde,0
7325,The Beyond,2018,16.0,4.8,0,0,1,0,Lucio Fulci,0
7326,Totally Bill Hicks,1994,,8.5,0,0,1,0,Rupert Edwards,0
7327,Arthur Newman,2012,18.0,5.7,0,0,1,0,Dante Ariola,0
7328,Big Legend,2018,,4.9,0,0,1,0,Justin Lee,0
7329,Ten 'til Noon,2006,18.0,5.5,0,0,1,0,Scott Storm,0
7330,Chapter 27,2007,18.0,5.7,0,0,1,0,J.P. Schaefer,0
7331,Tell Your Children,1936,7.0,3.8,0,0,1,0,Louis J. Gasnier,0
7332,Ek Duuje Ke Liye,1981,,7.5,0,0,1,0,K. Balachander,0
7333,Page 3,2005,,7.3,0,0,1,0,Madhur Bhandarkar,0
7334,Left Behind II: Tribulation Force,2002,13.0,5.0,0,0,1,0,Bill Corcoran,0
7335,Harbinger Down,2015,18.0,4.5,0,0,1,0,Alec Gillis,0
7336,An Apology to Elephants,2013,7.0,8.1,0,0,1,0,Amy Schatz,0
7337,New Rose Hotel,1999,18.0,5.1,0,0,1,0,Abel Ferrara,0
7338,Guptodhoner Sondhane,2018,,6.8,0,0,1,0,Dhrubo Banerjee,0
7339,Golmaal Returns,2008,7.0,5.1,0,0,1,0,Rohit Shetty,0
7340,Bless the Child,2000,18.0,5.1,0,0,1,0,Chuck Russell,0
7341,Alive Day Memories: Home from Iraq,2007,13.0,8.1,0,0,1,0,"Jon Alpert,Ellen Goosenberg Kent",0
7342,Shaolin Temple,1976,,6.9,0,0,1,0,Hsin-Yen Chang,0
7343,Man On a Mission: Richard Garriott's Road to the Stars,2010,,6.9,0,0,1,0,Mike Woolf,0
7344,X: The Unheard Music,1986,18.0,8.0,0,0,1,0,W.T. Morgan,0
7345,Street Law,1974,,7.0,0,0,1,0,Enzo G. Castellari,0
7346,Will,2011,13.0,6.9,0,0,1,0,Todd Graff,0
7347,Who Saw Her Die?,1972,,6.5,0,0,1,0,Aldo Lado,0
7348,Are You Here,2013,18.0,5.3,0,0,1,0,Matthew Weiner,0
7349,Making Babies,2019,,5.4,0,0,1,0,Josh F. Huber,0
7350,Murder Rap: Inside the Biggie and Tupac Murders,2015,,7.5,0,0,1,0,Michael Dorsey,0
7351,Wedding Dress,2010,,7.6,0,0,1,0,Hyeong-jin Kwon,0
7352,The Business of Amateurs,2016,16.0,7.4,0,0,1,0,Bob DeMars,0
7353,Bernard and Doris,2006,16.0,6.5,0,0,1,0,Bob Balaban,0
7354,Bathory: Countess of Blood,2008,18.0,5.9,0,0,1,0,Juraj Jakubisko,0
7355,Sunset Strip,2012,18.0,6.8,0,0,1,0,Adam Collis,0
7356,Yeh Dillagi,1994,7.0,6.0,0,0,1,0,Naresh Malhotra,0
7357,Man Friday,1975,7.0,6.4,0,0,1,0,Jack Gold,0
7358,Louise by the Shore,2016,,7.1,0,0,1,0,Jean-François Laguionie,0
7359,Malevolence 3: Killer,2018,18.0,5.8,0,0,1,0,Stevan Mena,0
7360,Emma's Chance,2016,7.0,6.0,0,0,1,0,Anna Elizabeth James,0
7361,What Happened in Vegas,2017,18.0,6.8,0,0,1,0,Ramsey Denison,0
7362,Bill Maher: The Decider,2007,18.0,7.2,0,0,1,0,John Moffitt,0
7363,Jilla,2014,7.0,6.0,0,0,1,0,R.T. Neason,0
7364,Days of Darkness,2007,18.0,3.9,0,0,1,0,Denys Arcand,0
7365,Innocent Steps,2005,,6.9,0,0,1,0,Young-hoon Park,0
7366,Galore,2013,7.0,6.2,0,0,1,0,Rhys Graham,0
7367,Honeyglue,2015,18.0,6.3,0,0,1,0,James Bird,0
7368,Classic Albums: Iron Maiden - The Number of the Beast,2001,,8.3,0,0,1,0,Tim Kirkby,0
7369,Ajnabee,2001,,6.4,0,0,1,0,"Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla",0
7370,Down the Shore,2011,18.0,5.9,0,0,1,0,Harold Guskin,0
7371,The Skull,1965,,6.3,0,0,1,0,Freddie Francis,0
7372,Love Live! The School Idol Movie,2015,,7.1,0,0,1,0,Takahiko Kyogoku,0
7373,The Boy Whose Skin Fell Off,2004,,8.7,0,0,1,0,Patrick Collerton,0
7374,Mirch Masala,1987,,7.7,0,0,1,0,Ketan Mehta,0
7375,Clifford's Really Big Movie,2004,7.0,5.3,0,0,1,0,"Robert C. Ramirez,Steve Trenbirth",0
7376,Postman Pat: The Movie,2014,7.0,4.6,0,0,1,0,Mike Disa,0
7377,The Grand Duel,1972,18.0,6.5,0,0,1,0,Giancarlo Santi,0
7378,Lego Scooby-Doo! Knight Time Terror,2015,,6.6,0,0,1,0,"Rick Morales,Viren Patil",0
7379,Demonte Colony,2015,7.0,6.9,0,0,1,0,R. Ajay Gnanamuthu,0
7380,Pipe Dream,2002,18.0,5.9,0,0,1,0,John Walsh,0
7381,Local Boys,2002,13.0,6.6,0,0,1,0,Ron Moler,0
7382,The Mutilator,1985,18.0,5.3,0,0,1,0,"Buddy Cooper,John Douglass",0
7383,An Angel for May,2002,,7.1,0,0,1,0,Harley Cokeliss,0
7384,Empire of the Wolves,2005,18.0,5.9,0,0,1,0,Chris Nahon,0
7385,Wolf Warrior,2015,,5.4,0,0,1,0,Jing Wu,0
7386,The Eagle,1925,,6.6,0,0,1,0,Dexter Fletcher,0
7387,Gravy,2015,,5.4,0,0,1,0,James Roday,0
7388,Sharknado 5: Global Swarming,2017,16.0,3.9,0,0,1,0,Anthony C. Ferrante,0
7389,Between the Folds,2008,7.0,7.5,0,0,1,0,Vanessa Gould,0
7390,The Night Visitor,1971,7.0,6.6,0,0,1,0,Laslo Benedek,0
7391,96 Souls,2016,16.0,6.4,0,0,1,0,Stanley Jacobs,0
7392,Dead or Alive: Final,2002,,5.7,0,0,1,0,Takashi Miike,0
7393,Scorched Earth,2018,18.0,4.5,0,0,1,0,Peter Howitt,0
7394,"Yes, Virginia",2009,7.0,7.1,0,0,1,0,Pete Circuitt,0
7395,Veeram,2014,7.0,6.5,0,0,1,0,Siva,0
7396,Bomber,1982,,6.4,0,0,1,0,Michele Lupo,0
7397,Origin Story,2018,,7.5,0,0,1,0,Kulap Vilaysack,0
7398,Invincible Shaolin,1978,18.0,7.0,0,0,1,0,Cheh Chang,0
7399,Go for Broke!,1951,,6.7,0,0,1,0,Robert Pirosh,0
7400,Maari,2015,,6.2,0,0,1,0,Balaji Mohan,0
